index,coref_content,industry
7,So what does the spring makeup routine of a chic Parisian look like?,cosmetics
7,"In Socol's case, Socol's case consists of 10 key products totally £269.",cosmetics
7,Costly indeed.,cosmetics
7,"But with a couple of Dior's covetable backstage palettes in the mix, it definitely isn't surprising.",cosmetics
7,"The most notable thing for me was that apart from a concealer, Socol didn't use a foundation or a base product when creating Socol makeup look, and Socol skin still looks incredible.",cosmetics
7,Maybe a good moisturizer and a concealer are all you need to achieve amazing French-girl skin?The first step in Socol's spring makeup routine was to apply concealer (she forgoes foundation entirely).,cosmetics
7,"""I only put one or two small dots just where I have my darkest areas,"" explained Socol who applied it under her eyes and around her nose.",cosmetics
7,"The Tarte concealers are intensely pigmented and high coverage, so a little does go a long way.",cosmetics
7,"""You can [apply] this with your finger, but I prefer to do this with a little concealer brush,"" said Socol on Socol chosen application method.",cosmetics
8,The brand is a new in-house line from Urban Outfitters that's filled with tons of cruelty-free makeup and skincare finds.,cosmetics
8,I was drawn to the lip smudge immediately because the lip hint of sheer color sounds like exactly what I've been looking for.,cosmetics
8,The soft velvety texture easily glides onto my lips and adds just the right amount of pink and red shades.,cosmetics
8,"I tried all five choices and they all have they all own unique look, but with one thing in common: it wasn't overbearing.",cosmetics
8,My lips looked fresh and hydrated with just a touch of color.,cosmetics
8,"Plus, the lip smudges are all vegan and paraben-free, so I can feel good about using it, too.",cosmetics
8,I already own three and have one in every handbag.,cosmetics
8,So what are you waiting for?,cosmetics
8,Keep reading to shop all the shades and find your perfect match for Summer.,cosmetics
9,"With all the places to shop for beauty products, Ulta stands out as a favorite.",cosmetics
9,"It’s the one place you can stock up on both luxury and affordable items, and wrack up clutch reward points at the same time.",cosmetics
9,And now the retail giant is adding another cult-favorite brand to the retail giant mix.,cosmetics
9,"That’s right, The Ordinary is launching at Ulta Beauty, so the store might as well just take all our money now.",cosmetics
9,"According to WWD, The Ordinary is dropping 26 items from The Ordinary line to start.",cosmetics
9,"These include the new favorite Squalane Cleanser, the AHA 30% + BHA 2% Peeling Solution and the 100% Cold-Pressed Virgin Marula Oil.",cosmetics
9,Each retails for less than $10.,cosmetics
9,"After the WWD report, beauty news account Trendmood posted about the launch on Instagram and fans of the brand are as excited as we thought.",cosmetics
9,“FINALLY!!!!,cosmetics
9,"Now I can get my points at Ulta  Next up milk makeup, ole henriksen, and tatcha,” wrote one user.",cosmetics
9,“I’ll get to earn Ulta points for all The Ordinary that I buy!” wrote another.,cosmetics
9,“I’m so excited!,cosmetics
9,I just started using their products and I’m seriously impressed.,cosmetics
9,I can’t wait to try more!,cosmetics
9,",” said one super-fan.",cosmetics
10,Anyone who follows social media superstar Baddie Winkle on Instagram knows there’s nothing subtle about the 90-year-old.,cosmetics
10,"Her bio reads “stealing ur man since 1928,” after all.",cosmetics
10,"With fashion, wellness and beauty collaborations under her belt (such as Fashionova, Method and Urban Decay), grandma is an entrepreneur.",cosmetics
10,And now she’s entering the beauty space yet again but creating she own capsule collection.,cosmetics
10,Baddie Winkle teamed up with Inc.redible Cosmetics on a three-piece line for Sephora.,cosmetics
10,And it’s just as epic as she is.,cosmetics
11,"With so many ingredients claiming to be ""the ultimate acne fighter"" it's tough to decide which one is worth the investment.",cosmetics
11,Do you go for a salicylic acid or benzoyl peroxide spot treatment?,cosmetics
11,A glycolic acid toner?,cosmetics
11,All of the above?,cosmetics
11,"What's more, acne-fighting ingredients are often sensitizing to those with reactive complexions.",cosmetics
11,"If nothing you've tried has worked, you may want to give tea tree oil a shot.",cosmetics
11,"The ingredient has been found to have antiinflammatory effects, which means The ingredient can help treat a variety of issues, from inflamed blemishes to dry patches.",cosmetics
11,"Marie Claire's senior beauty editor, Chloe Metzger, loves tea tree oil as an acne treatment for Marie Claire's senior beauty editor, Chloe Metzger sensitive skin.",cosmetics
11,"According to the Mayo Clinic, tea tree oil is a safe product to use.",cosmetics
11,"""When used topically, tea tree oil is generally safe and might be helpful in treating acne and other superficial skin infections.""",cosmetics
11,"Side effects are low, but people with eczema should avoid eczema.",cosmetics
11,"While studies have shown the positive effects of tea tree oil, it should be noted that studies are inconclusive.",cosmetics
12,"When it's hot and humid, you're bound to regret applying full coverage foundation, especially when full coverage foundation starts to slip and crease.",cosmetics
12,Neil's advice?,cosmetics
12,"Hydrate your skin with a gel-based moisturiser (he rates Givenchy Beauty's Hydra Sparkling Moisturising Jelly Cream, £48) and put your trust in one light layer of makeup – applied with your hands.",cosmetics
12,"""Summer daylight is so unforgiving and sometimes, a brush just floats the makeup on top of the face, especially if it’s a waterproof formula or you’ve applied SPF,"" – which you should always do, especially in summer.",cosmetics
12,"""Instead of a brush, use your fingers to help melt foundation into the skin for longevity,"" continued Neil.",cosmetics
12,"""Never rub, just gently press and pat.",cosmetics
12,The heat of your hands will help the product absorb without the need for over-blending.,cosmetics
12,I love the 'real' skin look and moulding foundation into the skin like this really gives this that texture.,cosmetics
12,"I always start in the centre and work outwards, but I usually use foundation only where it’s needed, rarely all over.""",cosmetics
13,Street style blogger-turned-entrepreneur Chiara Ferragni has partnered with Lancôme to launch Street style blogger-turned-entrepreneur Chiara Ferragni first makeup collaboration with the beauty company.,cosmetics
13,"Announced earlier this week on Instagram, the collection comprises of a lip and face palette, three exclusive shades of the L’Absolu Mademoiselle Shine lipstick, a trio of the L’Absolu Lacquer lippie and a limited-edition Hypnôse Drama mascara — all designed with pink packaging and the winking eye motif signature to The Blonde Salad brand.“I wanted to create a makeup collection that is 100-percent my style,” Ferragni speaks of The Blonde Salad brand.“I new product launch in a press release.",cosmetics
13,“This is the reason why I joined forces with Lancôme.,cosmetics
13,"We worked on a product and communication that is relevant for the girls of my generation.”Drawing inspiration from Ferragni’s go-to makeup looks and action-packed lifestyle, the Flirting Palette is made up of four lipstick shades, four eyeshadows, one rosy blush, three shimmering highlighters, a lip gloss and three blushes, allowing beauty enthusiasts to create different looks according to generation.”Drawing inspiration from Ferragni’s go-to makeup looks and action-packed lifestyle mood.",cosmetics
13,"In addition to its attractive, glittery pink cover, the palette is also designed with a large mirror on the inside, making its a travel-friendly option.",cosmetics
14,"Every now and then, neon pops up as an inevitable yet invigorating fashion trend — one that feels irresistible for implementing into outfits in one way or another, whether it's a head-to-toe DayGlo suit or a just a bright bangle bracelet.",cosmetics
14,"But the last time neon looks started hitting the runway, Huda Kattan was struck with the desire for more than just fluorescent clothing and accessories.",cosmetics
14,"She was inspired to extend that summery, retro vibe to the face.",cosmetics
14,"The result: The founder and CEO of Huda Beauty developed a neon version of the brand's beloved nine-pan Obsessions palettes, aptly named Neon Obsessions Palettes.",cosmetics
14,And she spoke exclusively to Allure about them.“Neon was something I was really obsessed with for fashion.,cosmetics
14,"Normally my inspiration starts with what I want to wear on my face,"" Kattan tells Allure of Huda Beauty's existing makeup offerings, which while fully capable of creating bold looks, have arguably been made up of more neutral and traditional shades than what's found in the Pink, Orange, and Green Neon Obsessions Palettes.",cosmetics
14,"""But this time this time began with clothing and my fashion obsession.",cosmetics
14,I was obsessed with accessories like the vintage Chanel Lego bag and how the neon acrylic looked lit from within.,cosmetics
14,"I wanted to replicate it for the palette packaging and have that tie into the inspiration for the shades as well.""",cosmetics
15,The Cleansing Balm is also a multi-tasker.,cosmetics
15,"It works as a moisturizing daily cleanser, a deeply hydrating overnight mask, and as an aptly described ""melting makeup-removing balm.""",cosmetics
15,"But unlike other infamous multitaskers like three-in-one shampoo, body wash, and conditioner hybrids that wind up falling short on all accounts, this isn't a Pyrrhic victory.",cosmetics
15,It has worked well for me in all forms.,cosmetics
15,"In terms of cons, the Cleansing Balm is expensive for a skincare product, isn't the most travel-friendly size, and, depending on your skin and makeup routine, probably won't be the one skincare product you need for clear, well-nourished skin.",cosmetics
15,"Since it's a balm, I typically use a dual-cleansing routine if I wear makeup to make sure I don't leave any residue behind or impede upon the Balm's ability to nourish my skin directly.",cosmetics
15,"If you typically wear thick foundation and plan to only use the Cleansing Balm, you may need to go over the Cleansing Balm with a wash cloth or cotton pad a couple of times to make sure you're not leaving any residue behind.",cosmetics
16,"Before her royal wedding to Prince Harry, Duchess Meghan spilled many of her secrets to Beauty Banter, and we’re still so impressed with Duchess Meghan picks.",cosmetics
16,"She described how She likes to do She eye makeup, saying, “I use Chanel Cassis Eyeliner on my upper lash line and water line, and then a touch of shimmer powder adds a brightness and sparkle.” Cassis is a gorgeous deep purple color with brown undertones and we added Cassis to we cart at the speed of light!This Chanel eyeliner claims to be both waterproof and smudge-proof, and hundreds of shoppers are singing Cassis praises, noting how its praises goes “from day to night” without even one touch-up!",cosmetics
16,"“No more raccoon eyes,” one said, while another said another even stayed perfectly put after a shower!",cosmetics
16,Now that’s impressive.,cosmetics
16,"One reviewer said this was a “‘have to have’ cosmetic” and we agree wholeheartedly!This liner has a “gentle, soft, silicone-enriched formula” and may apply completely smooth with no tugs or scratches in sight.",cosmetics
16,"Even if the tip starts getting a little dull, all we need to do is detach the sharpener on the opposite end and give the sharpener a little twist!",cosmetics
16,Just like new.,cosmetics
17,"Speaking of twists, this eyeliner is actually retractable, so all we need to do is twist to make this eyeliner appear or disappear.",cosmetics
17,"Retractable tips are our favorite, partially because our can’t lose the cap if there isn’t one in the first place, but also because it keeps our liner safe from dust, dirt and any accidental smushing!This Stylo Yeux liner comes in a super wide range of shades.",cosmetics
17,"Cassis is obviously a go-to, but we can play even more with color with shades like Fervent Blue, Jungle Green or Eros, a dusty pink mauve.",cosmetics
17,"More traditional colors are also available, with shades of black, gray, brown and navy.",cosmetics
17,Make sure to check them all out!,cosmetics
17,"To use this eyeliner, it’s recommended that we start with “short, feathery strokes” across we lash line for a simple yet stunning look.",cosmetics
17,"We can also use this liner to draw a crisp cat-eye or a bolder, thicker border around We entire eye!",cosmetics
17,"Play around; makeup is all about having fun in the end!We’re definitely going to grab a few different shades to start off with to totally transform our makeup routine, beginning with Cassis so we can start every day feeling like royalty.",cosmetics
17,"Not the worst thing to wake up to, whether we’re in a palace or not!",cosmetics
18,I’ve always gravitated toward colors that really stand out.,cosmetics
18,"So when I came across the vibrant collection of L’Oreal Paris Infallible Eye Silkissime Eyeliners several years ago, it was definitely love at first sight.",cosmetics
18,"(If you are more into the classic brown or black look, fear not because this inexpensive pick also comes in those colors, too.",cosmetics
18,")For years, I’d been using eyeliners from prestige brands simply because the color selection was better, so I was pretty jazzed to find a fun collection of liners at a reasonable price.",cosmetics
18,"I don’t generally spend a lot on eye makeup simply because it has such a short shelf life, so I was happy to spend $4 on an eyeliner rather than $20+.I instantly fell for the teal liner from the Silkissime collection and was excited to see that it was just as effective as it was pretty.",cosmetics
18,"The silky pencil glides on like a dream, and the smooth consistency doesn’t tug at my eyelid like most sharper pencils do.",cosmetics
18,"To be honest, I’m still perfecting my cat eye, so I tend to go for gel and pencil liners — liquid liner is not my friend!",cosmetics
18,— and this creamy pencil definitely makes application a breeze.,cosmetics
18,"It gives off an intense pop of color I love, and It’s super easy to get a precise line.",cosmetics
18,"The Silkissime eyeliner can stay put for up to 16 hours, so The Silkissime eyeliner’s always my go-to whenever I’m heading out to a concert or another event where I know I’ll be out pretty late.",cosmetics
18,"It maintains It vibrancy all day long, so It’s reassuring to know my eyeliner isn’t going to fail me even when my body is telling me my body’s time for bed.",cosmetics
19,"The DHC Clarifying Pore Cover Base is suitable for all skin types, which might just explain why so many reviewers gave this product five stars in five stars reviews.",cosmetics
19,"Whether oily skin or even combination, this primer was designed with many different skin types in mind but with one goal: Smooth skin.",cosmetics
19,"This formula can help to minimize the appearance of large pores, help reduce shine and excess oil.",cosmetics
19,"But, before we can even discuss all of the benefits, let’s back up just a bit.",cosmetics
19,Using this primer is extremely simple.,cosmetics
19,"After finishing our daily skincare routine, we’d suggest making this primer the first step in all of we makeup routines.",cosmetics
19,Apply a thin layer of this primer all over our faces.,cosmetics
19,Try not to avoid any places where we have extra shine or enlarged pores because this formula was made for those trouble areas.,cosmetics
19,"Instead, spread this primer all over any of those visible pores, shiny areas and problematic T-zones!This primer was designed to target those super oily or sweaty areas that only get worse as the day goes on.",cosmetics
19,It’s best to think of this primer as the shield and protection our skin needs.,cosmetics
19,"When applied properly, our complexions will look naturally matte for hours without any smudges or unwanted smearing.",cosmetics
19,"Plus, our makeup will stay in place in the most natural way.",cosmetics
20,"The highlight of the range is the “Flirting Palette,” which comes with an additional touch of sparkle on the packaging.",cosmetics
20,"Inside, it offers four lipstick shades, four eye shadows, three shimmering highlighters, a rosy blush and a lipgloss to be applied thanks to the three brushes featured in the product.",cosmetics
20,"The rest of the collection includes three exclusive shades of Lancôme’s “L’Absolu Mademoiselle Shine” lipstick, a trio of “L’Absolu Lacquer” lipstick and a “Hypnôse Drama” mascara.",cosmetics
20,"Ferragni’s touch has been extended also to the names of the products as lipstick shades are dubbed “Positive Attitude,” “Independent Women,” “Girl Next Door” and “Sweet Mom,” among others.",cosmetics
20,"As described in the caption flanking the video on Instagram, the Lancôme x Chiara Ferragni capsule launches today online in Italy on Douglas’ e-commerce and in the upcoming days in the perfumery chain’s brick-and-mortar stores.",cosmetics
20,"The international rollout is set for June, starting from the Netherlands, Germany and Spain at Douglas’ stores.",cosmetics
20,"In the U.S. the collection will debut on June 13 at Nordstrom, followed by rollouts in Canada and Argentina, among other cities.",cosmetics
20,"Starting from August the range will be also available in Mexico, Hong Kong, Japan, South Korea and New Zealand.",cosmetics
21,"No matter how you're celebrating Memorial Day Weekend this year — hanging on a beach with a beer and your best friends or taking the time to just chill after a spring filled with commitments — chances are, you're looking forward to the extra day off.",cosmetics
21,"More than a break from the hustle of work, MDW is the official entrée into summer.",cosmetics
21,"The change in weather, from breezy to scorching, calls for a reassessment of your beauty regimen.",cosmetics
21,"Luckily, the three-day weekend is the perfect time to stock up because there are some killer sales going on.",cosmetics
21,"Whether you're looking to save on skin-care essentials, like a new Clarisonic cleansing brush, or you've been looking for an excuse to shop the crème de la crème of makeup at Violet Grey, use the handy guide ahead to find all the best beauty deals happening this weekend.",cosmetics
22,"You can use the best foundation money can buy, but when the best foundation money comes to smooth, long-lasting makeup that won't crease or flake, there's nothing more important than the canvas you start out with.",cosmetics
22,"When prepping your skin for a full face of glam, it's essential to start off by applying one of the best moisturizers for under makeup.",cosmetics
22,"And like with any other skin-care product, you want to make sure you're using the right formula for your specific skin type.",cosmetics
22,"No matter what your primary skin concern is, you'll want to avoid any night creams or rich moisturizers that will be too heavy to sink into the skin, since that can mess with your makeup application.",cosmetics
22,"Instead, look for lightweight hydration, and for optimum priming benefits, you can look for a moisturizer that contains skin-smoothing silicones.",cosmetics
22,"Though silicones like dimethicone (the most prominent type of silicone in makeup primers) often find silicones like dimethicone (the most prominent type of silicone in makeup primers) on the questionable ingredients list, many makeup artists recommend the ingredient, and dermatologists note that it's hypoallergenic and noncomedogenic.",cosmetics
22,"For dry and dehydrated skin types, opt for a lightweight moisturizer that contains multiple hydrating ingredients like hyaluronic acid or glycerin.",cosmetics
22,"And for oily skin, look for a mattifying formula or one that contains acne-fighters like salicylic acid to help keep your pores clear.",cosmetics
22,"To brighten and even out your complexion, choose something with vitamin C or gentle exfoliating acids.",cosmetics
23,Save yourself the extra step in your morning routine by using a makeup priming moisturizer that also contains your daily sunscreen.,cosmetics
23,Garnier's SkinActive Clearly Brighter SPF 30 Moisturizer offers broad spectrum sun protection in a non-greasy moisturizing formula.,cosmetics
23,"The multi-benefit face cream is formulated with vitamin C and lipo-hydroxy acid to brighten and exfoliate skin, which helps reduce signs of sun damage, like dark spots, while also protecting skin from future damage.",cosmetics
23,"Meanwhile, ingredients like glycerin, vitamin E, and hyaluronic acid help hydrate and lock in moisture.",cosmetics
23,This modest-looking moisturizer has a surprisingly glamorous following.,cosmetics
23,"Not only is the Embryolisse Lait-Crème Concentré a French pharmacy favorite, but the Embryolisse Lait-Crème Concentré's also one of the most consistently spotted products backstage during Fashion Week (and beyond) in makeup artists' kits.",cosmetics
23,"Recently made available in the U.S., the moisturizer is powerful enough to smooth dry skin while still being lightweight.",cosmetics
23,"Ingredients like shea butter, soy proteins, and aloe vera hydrate and firm skin without leaving behind a greasy finish.",cosmetics
24,"For oily skin types, moisturizing before you apply makeup might seem like an express ticket to shiny skin.",cosmetics
24,But that doesn't have to be your face's fate if you use a mattifying formula like La Roche-Posay's Effaclar Mat moisturizer.,cosmetics
24,"The dermatologist-tested moisturizer works to absorb excess oil and reduce the appearance of enlarged pores with micro-spheres and perlite, as well as the brand's Sebulyse technology, which was developed to target sebum (aka oil) more powerfully than zinc.",cosmetics
24,"Salicylic acid also lands a spot on the ingredients list, making Salicylic acid a great choice for acne-prone skin and treating breakouts.",cosmetics
24,"Glycerin, dimethicone, and the brand's thermal spring water help create a smooth and even canvas for makeup.",cosmetics
24,"Designed specifically to serve as a makeup primer, the First Aid Beauty Coconut Skin Smoothie Priming Moisturizer is packed with tons of good-for-skin ingredients to help hydrate while keeping makeup in place.",cosmetics
24,"Coconut water is the star ingredient here, which is full of electrolytes, amino acids, and phytonutrients.",cosmetics
24,"Then, to further help support skin health, First Aid Beauty added a mineral blend of zinc, copper, magnesium, iron, and silica, as well as quinoa.",cosmetics
24,"And to provide a natural looking glow sans highlighter, micro-pearls were included in the formula to reflect light and create a dewy (but never oily) finish.",cosmetics
25,"Here at Allure, we love makeup.",cosmetics
25,"Like really, really love makeup.",cosmetics
25,"Our beauty editors could talk liquid liner, highlighter, and foundation all damn day (and Our often do).",cosmetics
25,"After all, it is our job and not one our take lightly.",cosmetics
25,"We eagerly pore over every new launch, every emerging brand, and have an encyclopedia of dupes in our brains at all times.",cosmetics
25,"While we're partial to we particular faves, we heart rates spike with each exciting makeup release.",cosmetics
25,"Who knows, maybe there will be some newfangled primer that actually works for our finicky skin type or an innovative mascara that truly checks off every box on our criteria.",cosmetics
25,"With each launch, it's always cool to see what innovations beauty brands come up with to improve on a formula or design.",cosmetics
25,"One could easily say that makeup is the one thing exempt from the ""if it ain't broke, don't fix it"" mantra.",cosmetics
25,That's the exciting part of the ever-expanding market: finding new makeup treasures to further complete our artistic visions of becoming our.,cosmetics
25,"Check out all the new makeup launches below, as well as last month's launches) that we're still utterly obsessing over.",cosmetics
25,"And don't forget to check out the new skin-care and hair product launches, too.",cosmetics
26,"These cute eye shadow trios are certainly one of Kaja Beauty's signature products (the heart blushes are pretty unignorable too), and now there are four more colorways — this time with matte and shimmer options in the same bento ""box.""",cosmetics
26,"The nude and orange ones are calling my name, but I love a good vivid, orchid eye as well.",cosmetics
26,"For basically $7 a shade, you get a really compact smoky eye in a handy, portable stack.",cosmetics
26,"Finally, the perfect companion to Anastasia Beverly Hills's epic eye shadow palettes — this eye primer makes sure that your intricate, smoky shadow-work will not go underappreciated for the duration of your intricate, smoky shadow-work wear.",cosmetics
26,"This moisturizing formula comes in a sheer, beige tone and creates a smooth canvas while simultaneously gripping your eye makeup.",cosmetics
26,"Pretty standard, right?",cosmetics
26,"It's also made without gluten, parabens, phthalates, oil, or alcohol, is cruelty-free and vegan, and is even noncomedogenic.",cosmetics
26,Mic drop.,cosmetics
26,"We've seldom seen blushes as swoon-worthy as these adorable new Airblushes by Philippines-based brand, Sunnies Face.",cosmetics
26,"Formulated with super-fine pigments and antioxidant-rich green tea, super-fine pigments and antioxidant-rich green tea feature a soft-focus matte finish and blend seamlessly into the skin, leaving the most irresistible, natural-looking glow behind.",cosmetics
26,"As far as shades are concerned, you get doll, a carnation pink; peached, a true peach; biscuit, a warm nude; moon, a muted rose; razz, a vibrant berry; and disco, a gorgeous red.",cosmetics
27,"Huda Beauty's latest launches, the Huda Beauty Neon Obsessions Palettes ($29), are unlike any of the Huda Beauty others.",cosmetics
27,"They're electric, They're highly pigmented, They're — in a word — neon.",cosmetics
27,"The mix of shades in each of the three palettes — which come in Pink, Green, and Orange — were thoughtfully curated, according to the brand's cofounder, Huda Kattan.",cosmetics
27,"""For Neon, we knew that if we only included super-bright, matte pigments that it would limit versatility and potentially intimidate consumers, so we included a variety of bold matte colors and dimensional metallics and shimmers that could all stand alone but also complement other shades at the same time,"" she told POPSUGAR.",cosmetics
27,"""All of our shades look great on any and all skin tones — our test it to make sure.""",cosmetics
27,"To help the colors really pop, Kattan suggested using a primer or the Overachiever Concealer as a base under the eye shadow.",cosmetics
27,If you're wondering what the vibrant mattes and high-shine duo-chrome eye shadows would look like on your lids — or how the hell you should begin using neon eye shadow — we've done the legwork for you.,cosmetics
27,"We asked three editors to create fluorescent looks, and the results were surprising.",cosmetics
27,"Check them out, along with close-ups of the palettes (which launch online on May 30), ahead.",cosmetics
28,First Aid Beauty's Ultra Repair Cream has long been a favorite of dry skin-havers.,cosmetics
28,"(In fact, one tub of the good stuff is sold every minute.)",cosmetics
28,"While keeping the brand original anti-itch, anti-irritation, parched skin–relieving function, the brand has expanded into delicious pink grapefruit, honeysuckle, cucumber melon, rosemary mint, and mango variations.",cosmetics
28,"The subtle scent comes from mango essential oil, the perfect fragrance to have emanating from your pores all summer long.",cosmetics
28,Amateur cosmetic chemists will love the latest from the labs over at Murad.,cosmetics
28,"The Replenishing Multi-Acid Peel works in two phases; first, a blend of glycolic, lactic, malic, salicylic, and tranexamic acid work together to chemically exfoliate dull skin; then antioxidants like basil and jojoba seed oil come in to re-nourish and moisturize the skin.",cosmetics
28,Use in the evenings before your night cream and wake up the next morning with skin that's been brightened to scientific perfection.,cosmetics
29,Skinfix's Barrier+ Lipid-Boost 360° Eye is here to handle all the puffy eyes and dark circles of summer.,cosmetics
29,"Formulated with 95% naturally derived ingredients, this new friend contains a seaweed-meets-hyaluronic acid compound that's just perfect for hydrating on a beach vacation, don't you think?We love a great multitasker, especially when a great multitasker comes with a truly delightful sensory experience.",cosmetics
29,"In addition to being a gentle yet effective cleanser, Fresh's latest launch is also a delicious face scrub.",cosmetics
29,White sugar crystals smooth and soften skin with the help of strawberry and black currant fruit extract.,cosmetics
29,"Furthermore, the brand reports that skin is left more moisturizer than before skin's washed — and for an amazing six hours — thanks to grapeseed oil.",cosmetics
30,Too Faced has summer on the brain and is celebrating the season by taking us all on a face mask vacation.,cosmetics
30,"Case in point: Its new Pineapple Glow Moisturizing & Brightening Face Mask is infused with skin-brightening fruit extracts such as pineapple, pear, lemon, and apple, as well as glycolic and lactic acid to gently chemically exfoliate skin.",cosmetics
30,"Because of this, we recommend using the tropical-scented treatment two to three times per week, depending on your skin sensitivity.",cosmetics
30,"The cooling gel texture means this is the perfect way to refresh skin after a long day at the beach, especially if you make room for the 1.63-ounce jar in your fridge.",cosmetics
30,"Anastasia Beverly Hills has obviously mastered gussying up every inch of facial skin, and now, the brand will move on to the area below the neck with the breathtaking Shimmer Body Oil.",cosmetics
30,"The hero of the brand's summer collection, this mist gives every skin tone a stunning, golden, pearlescent glow with an incredible dewiness and coconut-vanilla scent and that just screams ""sunshine.""",cosmetics
31,"Since its launch back in 2012, Melt Cosmetics has been celebrated on Instagram for its vibrant colors and innovative styling choices like blown-out blush and gray lipstick.",cosmetics
31,"Along the way, the brand has racked up 2.7 million Instagram followers, all of whom could probably tell us a thing or two about bold makeup choices.",cosmetics
31,"It only took seven years, but the beauty giants have recognized the force that is Melt — and now,  it will be sold in-stores and online at Sephora.",cosmetics
31,"Melt Cosmetics' full range of products is ready and waiting on sephora.com, where Melt Cosmetics' full range of products will officially drop on May 17.",cosmetics
31,"Offerings include 25 shades of liquid lipstick, 10 shades of lip liner, Allure editor favorite Digital Dust Highlighter, and more.",cosmetics
31,"Melt fans praise the deeply pigmented eye shadows, available in stacks that contain four individual shadows.",cosmetics
31,"If you prefer your shadows in palette form, Melt can help you there too.",cosmetics
32,"Fighting back against the harmful effects of the sun's UV rays, a layer of SPF is arguably the single-most important step in a skincare regimen.",cosmetics
32,"But from greasy texture to chalky residues, too often it's the most fraught.",cosmetics
32,But as hard as it may be to believe: Reliable sun protection and a luminous complexion aren't mutually exclusively.,cosmetics
32,"Better yet, the two can happily co-exist.",cosmetics
32,"Now, cutting-edge formulas are the secret weapon behind glowing skin.",cosmetics
32,"Here, five breakthrough sunscreens that will protect you against premature aging, give your skin a celestial boost, and inevitably make you more proactive about slathering your skin on in the first place.",cosmetics
32,"Coola Full Spectrum 360 Degree Sun Silk Drops SPF 30, $46 Buy it now.",cosmetics
32,"These holographic pink drops shield the skin from the sun and other environmental damage, also adding a veil of warm radiance while supercharging the skin with an infusion of plant stem cells, antioxidants, and hyaluronic acid.",cosmetics
32,"DermaLogica Prisma Protect Moisturizer SPF 30, $65Buy it now.",cosmetics
32,"Spiked with equal parts soothing and rejuvenating matcha green tea, this hardworking moisturizer blocks UV rays while light-activated components take skin to supernova status.",cosmetics
32,SuperGoop!,cosmetics
33,"When it's hot and sticky outside, even the thought of applying my usual medium-coverage foundation can make me reconsider leaving the house.",cosmetics
33,"Luckily, this Summer, brands have formulated lightweight makeup that won't make me feel like I have a layer of wax melting off my skin and separating into each small crevice of my face.",cosmetics
33,"Chantecaille has debuted a cool-to-the-touch gel blush that feels refreshing and looks natural, for example, and Milk Makeup has released a waterproof version of the brand's cult-status mascara so it won't budge even when your AC is out and your landlord won't return your calls.",cosmetics
33,"Ahead, you'll see the best ""no-makeup makeup"" for days it's too hot to care what you look like.",cosmetics
34,"Summer is almost here and we all know what that means: sundresses, cut-off shorts, and endless selfies to show off that glowy, sun-kissed skin.",cosmetics
34,"Just in time for every make-up lover's summer shopping haul, renowned Atlanta based makeup artist, Noorface, launched the face oil every woman needs in renowned Atlanta based makeup artist, Noorface make-up kit, Skin Glass Pink Crystal.",cosmetics
34,"Lightweight and fully organic, Skin Glass Pink Crystal is an oil that gives the skin a natural soft pink highlight without being dramatically blinding.",cosmetics
34,Its smooth texture and consistency allows you to incorporate Its into your everyday foundation or moisturizer for a dewy yet wet finish.,cosmetics
34,The tube-like applicator is efficient and enables you to control just how much of the product you use on a daily basis.,cosmetics
34,"""I was seeing a lot of trends for glowy skin and like over exaggerated highlight, which wasn't realistic.",cosmetics
34,"Almost too much cake face, and if you guys are familiar with my work then you know I like to keep it super simple, very clean, kinda like that photoshoot skin,"" Noor said during a recent event debuting the revolutionary product.",cosmetics
35,"Kylie Jenner might be queen supreme when it comes to makeup, but as far as skincare is concerned, Kylie Jenner is failing to convince.",cosmetics
35,"Kylie's soon-to-be-released skincare line KylieSkin has not even launched in the US, but Kylie's soon-to-be-released skincare line's already gathering criticism from Twitter users and professionals alike.",cosmetics
35,"The beauty guru's line is set to launch on 22 May, but already one item is concerning fans online - a face scrub that contains walnut, going at $22 (£17).",cosmetics
35,"Kylie advertised the scrub on Twitter and Instagram, where Kylie hailed it as Kylie 'secret to a fresh face,' adding it could be used every day.",cosmetics
35,"But fans and skincare experts hit back, claiming that using a walnut scrub daily can leave micro-tears in the skin, causing premature ageing.",cosmetics
35,MailOnline has contacted KylieSkin for comment.,cosmetics
35,"Billionaire Kylie Jenner, 21, is launching a skincare line on 22 May, but fans are already slating her walnut face scrub ahead of release Twitter users warned against using walnut scrubs on the face, as they are 'too rough' for the skin.",cosmetics
35,"But Twitter users were quick to note that walnut is not recommended for facial use, as walnut texture is too coarse for the thin and delicate layers of skins on the head.",cosmetics
36,"Kylie Skin launches May 22 and will consist of six products: foaming face wash, vanilla milk toner, walnut scrub, vitamin C serum, face moisturiser, and eye cream.",cosmetics
36,"Individual product prices have yet to be revealed, but the entire set will retail for $125.",cosmetics
36,"As well as the six main products, Kylie Skin will also be selling travel bags for $22 and makeup removing wipes for $10.",cosmetics
36,"To celebrate the skincare announcement, Kylie posted six short videos to Kylie YouTube channel, explaining the use of each product.",cosmetics
36,"Interestingly, the comments for each of these videos have been switched off, which was probably a good idea since people already have thoughts, and not all of people are good.",cosmetics
37,"Kylie Jenner‘s new brand, Kylie Skin, is getting backlash from fans before Kylie Jenner‘s’s even officially launched.",cosmetics
